中文名,学名,临危等级 Red List Status
长鳍高原鳅,Triplophysa longipectoralis,DD 
格氏高原鳅,Triplophysa griffithii,LC
龙里高原鳅,Triplophysa longliensis,DD 
花坪高原鳅,Triplophysa huapingensis,LC
大头高原鳅,Triplophysa macrocephala,DD 
中间高原鳅,Triplophysa intermedia,LC
大斑高原鳅,Triplophysa macromaculata,DD 
繐唇高原鳅,Triplophysa labiata,LC
大眼高原鳅,Triplophysa macrophthalma,DD 
梭形高原鳅,Triplophysa leptosoma,LC
玛柯河高原鳅,Triplophysa markehenensis,DD 
里湖高原鳅,Triplophysa lihuensis,LC
小鳔高原鳅,Triplophysa microphysa,DD 
长蛇高原鳅,Triplophysa longianguis,LC
小眼高原鳅,Triplophysa microps,DD 
东方高原鳅,Triplophysa orientalis,LC
小体高原鳅,Triplophysa minuta,DD 
粗壮高原鳅,Triplophysa robusta,LC
墨曲高原鳅,Triplophysa moquensis,DD 
硬鳍高原鳅,Triplophysa scleroptera,LC
南丹高原鳅,Triplophysa nandanensis,DD 
赛丽高原鳅,Triplophysa sellaefer,LC
南盘江高原鳅,Triplophysa nanpanjiangensis,DD 
细尾高原鳅,Triplophysa stenura,LC
鼻高原鳅,Triplophysa nasalis,DD 
异尾高原鳅,Triplophysa stewarti,LC
鼻须高原鳅,Triplophysa nasobarbatula,DD 
斯氏高原鳅,Triplophysa stoliczkai,LC
宁蒗高原鳅,Triplophysa ninglangensis,DD 
西藏高原鳅,Triplophysa tibetana,LC
怒江高原鳅,Triplophysa nujiangensa,DD 
吐鲁番高原鳅,Triplophysa turpanensis,LC
黑体高原鳅,Triplophysa obscura,DD 
亚历山大高原鳅,Triplophysa alexandrae,DD
钝吻高原鳅,Triplophysa obtusirostra,DD 
阿里高原鳅,Triplophysa aliensis,DD
疣唇高原鳅,Triplophysa papillosolabiata,DD 
阿庐高原鳅,Triplophysa aluensis,DD
小高原鳅,Triplophysa parvus,DD 
安氏高原鳅,Triplophysa angeli,DD
多带高原鳅,Triplophysa polyfasciata,DD 
水绿高原鳅,Triplophysa aquaecaeruleae,DD
后鳍盲高原鳅,Triplophsa posterodorsalus,DD 
巴山高原鳅,Triplophysa bashanensis,DD
拟硬刺高原鳅,Triplophysa pseudoscleroptera,DD 
短尾高原鳅,Triplophysa brevicauda,DD
拟细尾高原鳅,Triplophysa pseudostenura,DD 
厚尾高原鳅,Triplophysa crassicauda,DD
邱北盲高原鳅,Triplophysa qiubeiensis,DD 
铲颌高原鳅,Triplophysa chondrostoma,DD
红异高原鳅,Triplophysa rossoperegrinatorum,DD 
粗唇高原鳅,Triplophysa crassilabris,DD
圆腹高原鳅,Triplophysa rotundiventris,DD 
大桥高原鳅,Triplophysa daqiaoensis,DD
挖颌高原鳅,Triplophysa scapanognatha,DD 
黑背高原鳅,Triplophysa dorsalis,DD
石羊河高原鳅,Triplophysa shiyangensis,DD 
背斑高原鳅,Triplophysa dorsonotata,DD
新疆高原鳅,Triplophysa strauchii,DD 
贪食高原鳅,Triplophysa edsinica,DD
唐古拉高原鳅,Triplophysa tanggulaensis,DD 
尤金氏高原鳅,Triplophysa eugeniae,DD
窄尾高原鳅,Triplophysa tenuicauda,DD 
长身高原鳅,Triplophysa tenuis,DD
四川云南鳅,Yunnanilus sichuanensis,DD 
歪思高原鳅,Triplophysa waisihani,DD
横斑云南鳅,Yunnanilus spanisbripes,DD 
武威高原鳅,Triplophysa wuweiensis,DD
虎纹云南鳅,Yunnanilus tigerivinus,DD 
响水箐高原鳅,Triplophysa xiangshuingensis,DD
北鳅,Lefua costata,DD 
西溪高原鳅,Triplophysa xiqiensis,DD
北方须鳅,Barbatula nuda,LC 
姚氏高原鳅,Triplophysa yaopeizhii,DD
小眼须鳅,Barbatula microphthalma,LC 
柴达木高原鳅,Triplophysa zaidamensis,DD
托氏须鳅,Barbatula toni,LC 
巨头高原鳅,Triplophysa zamegacephala,DD
阿尔泰须鳅,Barbatula altayensis,DD 
赵氏高原鳅,Triplophysa zhaoi,DD
弓背须鳅,Barbatula gibba,DD 
贞丰高原鳅,Triplophysa zhenfengensis,DD
波塔宁须鳅,Barbatula potaninorum,DD 
浪平高原鳅,Triplophysa langpingensis,DD
鼓颊南鳅,Schistura bucculenta,LC 
凤山高原鳅,Triplophysa fengshanensis,DD
叉尾南鳅,Schistura caudofurca,LC 
峒敢高原鳅,Triplophysa dongganensis,DD
亨氏南鳅,Schistura hingi,LC 
颊鳞异条鳅,Paranemachilus genilepis,NT
湄南南鳅,Schistura kengtungensis,LC 
苹果异条鳅,Paranemachilus pingguoensis,DD
云纹南鳅,Schistura malaisei,LC 
美丽小条鳅,Traccatichthys pulcher,LC
尼氏南鳅,Schistura nicholsi,LC 
越南小条鳅,Traccatichthys taeniatus,LC
密带南鳅,Schistura poculi,LC 
疣背小条鳅,Traccatichthys tuberculum,DD
钖克曼南鳅,Schistura sikmaiensis,LC
透明间条鳅,Heminoemacheilus hyalinus,EN
密纹南鳅,Schistura vinciguerrae,LC 
郑氏间条鳅,Heminoemacheilus zhengbaoshani,NT
浅棕南鳅,Schistura scaturigina,LC 
褚氏云南鳅,Yunnanilus chui,CR
白鼻南鳅,Schistura albirostris,DD 
异色云南鳅,Yunnanilus discoloris,CR
版纳南鳅,Schistura bannaensis,DD 
纺缍云南鳅,Yunnanilus elakatis,EN
短头南鳅,Schistura breviceps,DD 
黑斑云南鳅,Yunnanilus nigromaculatus,EN
美斑南鳅,Schistura callichromus,DD 
阳宗海云南鳅,Yunnanilus yangzonghaiensis,EN
锥吻南鳅,Schistura conirostris,DD 
长臀云南鳅,Yunnanilus analis,VU
隐斑南鳅,Schistura cryptofasciata,DD 
侧纹云南鳅,Yunnanilus pleurotaenia,VU
异斑南鳅,Schistura disparizona,DD  
长鳔云南鳅,Yunnanilus longibulla,NT
横纹南鳅,Schistura fasciolata,DD 
白莲云南鳅,Yunnanilus bailianensis,DD
无斑南鳅,Schistura incerta,DD 
高体云南鳅,Yunnanilus altus,DD
克氏南鳅,Schistura kloetzliae,DD 
巴江云南鳅,Yunnanilus bajiangensis,DD
宽纹南鳅,Schistura latifasciata,DD 
北盘江云南鳅,Yunnanilus beipanjiangensis,DD
长南鳅,Schistura longa,DD 
短身云南鳅,Yunnanilus brevis,DD
大头南鳅,Schistura macrocephalus,DD 
草海云南鳅,Yunnanilus caohaiensis,DD
大斑南鳅,Schistura macrotaenia,DD 
干河云南鳅,Yunnanilus ganheensis,DD
南定南鳅,Schistura nandingensis,DD 
靖西云南鳅,Yunnanilus jinxiensis,DD
棒状南鳅,Schistura pertica,DD 
长须云南鳅,Yunnanilus longibarbatus,DD
宽带南鳅,Schistura prolixifasciata,DD 
长背云南鳅,Yunnanilus longidorsalis,DD
波托斯南鳅,Schistura porthos,DD 
膨腹云南鳅,Yunnanilus macrogaster,DD
似横纹南鳅,Schistura pseudofasciolata,DD 
大斑云南鳅,Yunnanilus macroistainus,DD
稀有南鳅,Schistura rara,DD 
南盘江云南鳅,Yunnanilus nanpanjiangensis,DD
多鳞南鳅,Schistura schultzi,DD 
黑体云南鳅,Yunnanilus niger,DD
六斑南鳅,Schistura sexnubes,DD 
牛栏江云南鳅,Yunnanilus niulanensis,DD
华坪南鳅,Schistura huapingensis,DD 
钝吻云南鳅,Yunnanilus obtusirostris,DD
多纹南鳅,Schistura polytaenia,DD 
宽头云南鳅,Yunnanilus pachycephalus,DD
双江南鳅,Schistura shuangjiangensis,DD 
沼泽云南鳅,Yunnanilus paludosus,DD
瓦氏南鳅,Schistura waltoni,DD 
小云南鳅,Yunnanilus parvus,DD
盈江南鳅,Schistura yingjiangensis,DD 
丽纹云南鳅,Yunnanilus pulcherrimus,DD
墨脱阿波鳅,Aborichthys kempi,NT 
后鳍云南鳅,Yunnanilus retrodorsalis,DD
长鳍原条鳅,Protonemacheilus longipectoralis,NT 
孟定新条鳅,Neonoemacheilus mengdingensis,DD
多鳞爬岩鳅,Beaufortia polylepis,DD 
拉奥游鳔条鳅,Physoschistura raoi,DD
条斑爬岩鳅,Beaufortia zebroidus,DD 
异颌棱唇条鳅,Sectoria heterognathos,DD
巴马副原吸鳅,Paraprotomyzon bamaensis,VU
沙条鳅,Acanthocobitis botia,LC
龙口副原吸鳅,Paraprotomyzon lungkowensis,DD 
南方翅条鳅,Pteronemacheilus meridionalis,LC
副原吸鳅,Paraprotomyzon multifasciatus,DD 
拟鳗荷马条鳅,Homatula anguillioides,LC
牛栏江副原吸鳅,Paraprotomyzon niulanjiangensis,DD 
长背荷马条鳅,Homatula longidorsalis,LC
云南副原吸鳅,Paraprotomyzon yunnanensis,DD 
南盘江荷马条鳅,Homatula nanpanjiangensis,LC
宽头拟腹吸鳅,Pseudogastromyzon laticeps,VU
寡鳞荷马条鳅,Homatula oligolepis,LC
长汀拟腹吸鳅,Pseudogastromyzon changtingensis,DD 
短体荷马条鳅,Homatula potanini,LC
东陂拟腹吸鳅,Pseudogastromyzon tungpeiensis,DD 
红尾荷马条鳅,Homatula variegata,LC
圆斑拟腹吸鳅,Pseudogastromyzon cheni,DD 
异斑荷马条鳅,Homatula disparizona,DD
越南拟腹吸鳅,Pseudogastromyzon daon,DD 
尖头荷马条鳅,Homatula acuticephala,DD
方氏拟腹吸鳅,Pseudogastromyzon fangi,DD 
贝氏荷马条鳅,Homatula berezowskii,DD
拟腹吸鳅,Pseudogastromyzon fasciatus,DD 
洱海荷马条鳅,Homatula erhaiensis,DD
练江拟腹吸鳅,Pseudogastromyzon lianjiangensis,DD 
宽纹荷马条鳅,Homatula laxiclathra,DD
梅花山拟腹吸鳅,Pseudogastromyzon meihuashanensis,DD 
多鳞荷马条鳅,Homatula pycnolepis,DD
花斑间吸鳅,Pseudogastromyzon myersi,DD 
无量荷马条鳅,Homatula wuliangensis,DD
密斑拟腹吸鳅,Pseudogastromyzon peristictus,DD 
乌江荷马条鳅,Homatula wujiangensis,DD
平舟原缨口鳅,Vanmanenia pingchowensis,LC 
滇池球鳔鳅,Sphaerophysa dianchiensis,CR
纵纹原缨口鳅,Vanmanenia caldwelli,DD 
无眼岭鳅,Oreonectes anophthalmus,EN
裸腹原缨口鳅,Vanmanenia gymnetrus,DD 
叉尾岭鳅,Oreonectes furcocaudalis,VU
海南原缨口鳅,Vanmanenia hainanensis,DD 
透明岭鳅,Oreonectes translucens,VU
扁头原缨口鳅,Vanmanenia homalocephala,DD 
关安岭鳅,Oreonectes guananensis,LC
线纹原缨口鳅,Vanmanenia lineata,DD 
罗城岭鳅,Oreonectes luochengensis,LC
湄公河原缨口鳅,Vanmanenia serrilineata,DD 
大鳞岭鳅,Oreonectes macrolepis,LC
原缨口鳅,Vanmanenia stenosoma,DD 
平头岭鳅,Oreonectes platycephalus,LC
横斑原缨口鳅,Vanmanenia striata,DD 
多斑岭鳅,Oreonectes polystigmus,LC
四叶原缨口鳅,Vanmanenia tetraloba,DD 
后鳍岭鳅,Oreonectes retrodorsalis,LC
信宜原缨口鳅,Vanmanenia xinyiensis,DD 
弓背岭鳅,Oreonectes acridorsalis,DD
陈氏缨口鳅,Formosania chenyiyui,DD 
弱须岭鳅,Oreonectes barbatus,DD
缨口鳅,Formosania davidi,DD 
都安岭鳅,Oreonectes duanensis,DD
花尾缨口鳅,Formosania fascicauda,DD 
东兰岭鳅,Oreonectes donglanensis,DD
横纹缨口鳅,Formosania fasciolata,DD 
长身岭鳅,Oreonectes elongatus,DD
亮斑缨口鳅,Formosania galericula,DD 
小眼岭鳅,Oreonectes microphthalmus,DD
台湾缨口鳅,Formosania lacustre,DD 
戴氏山鳅,Claea dabryi,NT
少鳞缨口鳅,Formosania paucisquama,DD 
牛栏江山鳅,Claea niulanjiangensis,DD
斑纹缨口鳅,Formosania stigmata,DD 
丁氏缨口鳅,Formosania tinkhami,DD 
圆体爬岩鳅,Beaufortia cyclica,DD
拟平鳅,Liniparhomaloptera disparis,DD 
侧沟爬岩鳅,Beaufortia liui,NT
琼中拟平鳅,Liniparhomaloptera qiongzhongensis,DD 
四川爬岩鳅,Beaufortia szechuanensis,NT
钝吻拟平鳅,Liniparhomaloptera obtusirostris,DD 
黄果树爬岩鳅,Beaufortia huangguoshuensis,DD
保亭近原吸鳅,Plesiomyzon baotingensis,VU
中间爬岩鳅,Beaufortia intermedia,DD
厚唇瑶山鳅,Yaoshania pachychilus,VU
贵州爬岩鳅,Beaufortia kweichowensis,DD
中华原吸鳅,Erromyzon sinensis,DD 
爬岩鳅,Beaufortia leveretti,DD
杨氏原吸鳅,Erromyzon yangi,DD 
牛栏爬岩鳅,Beaufortia niulanensis,DD
美斑原吸鳅,Erromyzon kalotaenia,DD 
秉氏爬岩鳅,Beaufortia pingi,DD
台东间吸鳅,Hemimyzon taitungensis,EN
东方薄鳅,Leptobotia orientalis,NT
窟滩间吸鳅,Hemimyzon yaotanensis,EN
桂林薄鳅,Leptobotia guilinensis,LC 
台湾间吸鳅,Hemimyzon formosanus,DD
白氏薄鳅,Leptobotia pellegrini,LC 
大鳍间吸鳅,Hemimyzon macroptera,DD
后鳍薄鳅,Leptobotia posterodorsalis,DD 
大眼间吸鳅,Hemimyzon megalopseos,DD
斑点薄鳅,Leptobotia punctata,DD 
彭氏间吸鳅,Hemimyzon pengi,DD
张氏薄鳅,Leptobotia tchangi,DD 
矮身间吸鳅,Hemimyzon pumilicorpora,DD
扁尾薄鳅,Leptobotia tientainensis,DD 
沈氏间吸鳅,Hemimyzon sheni,DD
中华华沙鳅,Sinibotia superciliaris,VU
埔里华吸鳅,Sinogastromyzon puliensis,VU
长腹华沙鳅,Sinibotia longiventralis,DD 
南盘江华吸鳅,Sinogastromyzon nanpanjiangensis ,EN
美丽华沙鳅,Sinibotia pulchra,DD 
西昌华吸鳅,Sinogastromyzon sichangensis,LC
宽体华沙鳅,Sinibotia reevesae,DD 
四川华吸鳅,Sinogastromyzon szechuanensis,LC
壮体华沙鳅,Sinibotia robusta,DD 
红河华吸鳅,Sinogastromyzon chapaensis,DD
斑纹华沙鳅,Sinibotia zebra,DD 
德泽华吸鳅,Sinogastromyzon dezeensis,DD
斑鳍连穗沙鳅,Syncrossus beauforti,NT 
下司华吸鳅,Sinogastromyzon hsiashiensis,DD
缅甸连穗沙鳅,Syncrossus berdmorei,NT 
李仙江华吸鳅,Sinogastromyzon lixianjiangensis ,DD
南方连穗沙鳅,Syncrossus lucasbahi,NT 
大口华吸鳅,Sinogastromyzon macrostoma,DD
武昌副沙鳅,Parabotia banarescui,LC 
多斑华吸鳅,Sinogastromyzon multiocellum,DD
双斑副沙鳅,Parabotia bimaculata,LC 
越南华吸鳅,Sinogastromyzon tonkinensis,DD
花斑副沙鳅,Parabotia fasciata,LC 
伍氏华吸鳅,Sinogastromyzon wui,DD
头点副沙鳅,Parabotia maculosa,LC 
大渡河华吸鳅,Sinogastromyzon daduheensis,DD
短吻副沙鳅,Parabotia brevirostris,DD 
长体爬鳅,Balitora elongata,VU
短副沙鳅,Parabotia curtus,DD 
长须爬鳅,Balitora longibarbata,VU
江西副沙鳅,Parabotia kiangsiensis,DD 
爬鳅,Balitora brucei,NT
漓江副沙鳅,Parabotia lijiangensis,DD 
怒江爬鳅,Balitora nujiangensis,NT
松花江副沙鳅,Parabotia mantschurica,DD 
缅甸爬鳅,Balitora burmanica,LC
小副沙鳅,Parabotia parva,DD 
广西爬鳅,Balitora kwangsiensis,LC
伊洛瓦底沙鳅,Botia histrionica,LC 
澜沧江爬鳅,Balitora lancangjiangensis,LC
突吻沙鳅,Botia rostrata,LC 
张氏爬鳅,Balitora tchangi,LC
黑线安巴沙鳅,Ambastaia nigrolineata,DD 
禄峒爬鳅,Balitora ludongensis,DD
南方爬鳅,Balitora meridionalis,DD
无眼原花鳅,Protocobitis typhlops,EN
南汀爬鳅,Balitora nantingensis,DD
多鳞原花鳅,Protocobitis polylepis,VU
原爬鳅,Balitoropsis vulgaris,DD
前腹原花鳅,Protocobitis anteroventris,DD 
云南原爬鳅,Balitoropsis yunnanensis,DD
细头鳅,Paralepidocephalus yui,EN
长鳍犁头鳅,Lepturichthys dolichopterus,DD
圭山细头鳅,Paralepidocephalus guishanensis,DD 
犁头鳅,Lepturichthys fimbriata,DD
马头鳅,Acantopsis choirorhynchos,LC 
短身金沙鳅,Jinshaia abbreviata,NT
朝鲜花鳅,Cobitis choii,LC 
中华金沙鳅,Jinshaia sinensis,LC
长吻花鳅,Cobitis dolichorhynchus,LC 
牛栏江金沙鳅,Jinshaia niulanjiangensis,DD
莱氏花鳅,Cobitis lebedevi,LC 
汉水后平鳅,Metahomaloptera hanshuiensis,DD
黑龙江花鳅,Cobitis lutheri,LC 
长尾后平鳅,Metahomaloptera longicauda,DD
大斑花鳅,Cobitis macrostigma,LC 
峨眉后平鳅,Metahomaloptera omeiensis,DD
花斑花鳅,Cobitis melanoleuca,LC 
小头花鳅,Cobitis microcephala,LC 
黄线薄鳅,Leptobotia flavolineata,EN
多斑花鳅,Cobitis multimaculata,LC 
衡阳薄鳅,Leptobotia hengyangensis,VU
北方花鳅,Cobitis sibirica,LC 
小眼薄鳅,Leptobotia microphthalma,VU
稀有花鳅,Cobitis rara,LC 
红唇薄鳅,Leptobotia rubrilabris,VU
中华花鳅,Cobitis sinensis,LC 
紫薄鳅,Leptobotia taeniops,VU
花鳅,Cobitis taenia,LC 
长薄鳅,Leptobotia elongata,VU
浙江花鳅,Cobitis zhejiangensis,LC 
沙花鳅,Cobitis arenae,DD
峨嵋拟鲿,Pseudobagrus omeihensis,DD 
南方花鳅,Cobitis australis,DD
盎堂拟鲿,Pseudobagrus ondon,DD 
厚尾华鳅,Cobitis crassicauda,DD
条纹拟鲿,Pseudobagrus taeniatus,DD 
窄尾华鳅,Cobitis stenocauda,DD
台湾拟鲿,Pseudobagrus taiwanensis,DD 
横纹花鳅,Cobitis fasciola,DD
细叉拟鲿,Pseudobagrus tenuifurcatus,DD 
柏氏似鳞头鳅,Lepidocephalichthys berdmorei,LC
圆尾拟鲿,Pseudobagrus tenuis,DD 
尾斑似鳞头鳅,Lepidocephalichthys birmanicus,LC
切尾拟鲿,Pseudobagrus truncatus,DD 
赫氏似鳞头鳅,Lepidocephalichthys hasselti,LC
纵带拟鲿,Pseudobagrus argentivittatus,DD 
泥鳅,Misgurnus anguillicaudatus,LC
中朝拟鲿,Pseudobagrus brashnikowi,DD 
北方泥鳅,Misgurnus mohoity,LC
纵纹拟鲿,Pseudobagrus virgatus,DD 
大鳞副泥鳅,Paramisgurnus dabryanus,LC
斑鳠,Hemibagrus guttatus,LC 
拟长鳅,Acanthopsoides gracilis,LC
大鳍鳠,Hemibagrus macropterus,LC 
斑后鳍花鳅,Niwaella laterimaculata,DD
越鳠,Hemibagrus pluriradiatus,LC 
长须后鳍花鳅,Niwaella longibarba,DD
丝尾鳠,Hemibagrus wyckioides,LC 
信江后鳍花鳅,Niwaella xinjiangensis,DD
海南鳠,Hemibagrus hainanensis,DD 
双须花鳅,Bibarba bibarba,DD
长臀鮠,Cranoglanis bouderius,EN
胭脂鱼,Myxocyprinus asiaticus,CR
海南长臀鮠,Cranoglanis multiradiatus,EN
红河长臀鮠,Cranoglanis henrici,DD 
双孔鱼,Gyrinocheilus aymonieri,LC
昆明鲇,Silurus mento,CR
平鳍裸吻鱼,Psilorhynchus homaloptera,EN
兰州鲇,Silurus lanzhouensis,EN
小背鳍鲇,Silurus microdorsalis,VU
怀头鲇,Silurus soldatovi,VU
印度囊鳃鲇,Heteropneustes fossilis,LC
抚仙鲇,Silurus grahami,NT 
鲇,Silurus asotus,LC 
长须拟鲿,Pseudobagrus longibarbus,CR
大口鲇,Silurus meridionalis,LC 
中臀拟鲿,Pseudobagrus medianalis,CR
都安鲇,Silurus duanensis,DD 
细体拟鲿,Pseudobagrus pratti,VU
湄公河半鲇,Hemisilurus mekongensis,LC 
长脂拟鲿,Pseudobagrus adiposalis,NT
半鲇,Hemisilurus heterorhynchus,DD 
三线拟鲿,Pseudobagrus trilineatus,NT
叉尾鲇,Wallago attu,NT 
长吻拟鲿,Pseudobagrus longirostris,LC
滨河亮背鲇,Phalacronotus bleekeri,LC 
叉尾拟鲿,Pelteobagrus eupogon,LC
缺须亮背鲇,Phalacronotus apogon,LC 
中间拟鲿,Pelteobagrus intermedius,LC
糙隐鳍鲇,Pterocryptis anomala,LC 
乌苏拟鲿,Pelteobagrus ussuriensis,LC
越南隐鳍鲇,Pterocryptis cochinchinensis,LC 
白边拟鲿,Pseudobagrus albomarginatus,LC
吉氏隐鳍鲇,Pterocryptis gilberti,DD 
粗唇拟鲿,Pseudobagrus crassilabris,LC
湄南细丝鲇,Micronema moorei,DD 
瓦氏拟鲿,Pseudobagrus vachellii,LC
黄颡鱼,Pseudobagrus fulvidraco,LC
长臀鲱鲇,Clupisoma longianalis,NT 
光泽拟鲿,Pseudobagrus nitidus,LC
中华鲱鲇,Clupisoma sinense,LC 
长臀拟鲿,Pseudobagrus analis,DD
云南鲱鲇,Clupisoma yunnanensis,DD 
短须拟鲿,Pseudobagrus brachyrhabdion,DD
短臀拟鲿,Pseudobagrus brevianalis,DD
长丝鱼芒,Pangasius sanitwongsei,CR
短尾拟鲿,Pseudobagrus brevicaudatus,DD
克氏鱼芒,Pangasius krempfi,NT 
钝吻拟鲿,Pseudobagrus crassirostris,DD
短须鱼芒,Pangasius micronemus,NT 
凹尾拟鲿,Pseudobagrus emarginatus,DD
贾巴鱼芒,Pangasius djambal,DD 
傅氏拟鲿,Pseudobagrus fui,DD
巨无齿鱼芒,Pangasianodon gigas,DD 
长体拟鲿,Pseudobagrus gracilis,DD
越南拟鲿,Pseudobagrus kyphus,DD
司氏?,Liobagrus styani,CR
台湾?,Liobagrus formosanus,VU
长鳍褶鮡,Pseudecheneis longipectoralis,DD 
白缘?,Liobagrus marginatus,VU
少斑褶鮡,Pseudecheneis paucipunctata,DD 
等颌?,Liobagrus aequilabris,DD
中间褶鮡,Pseudecheneis paviei,DD 
鳗尾?,Liobagrus anguillicauda,DD
扁体褶鮡,Pseudecheneis tchangi,DD 
金氏?,Liobagrus kingi,DD
黄斑褶鮡,Pseudecheneis sulcata,LC 
拟缘?,Liobagrus marginatoides,DD
短体拟鰋,Pseudexostoma brachysoma,NT 
南投?,Liobagrus nantoensis,DD
长鳍拟鰋,Pseudexostoma longipterus,NT 
黑尾?,Liobagrus nigricauda,DD
云南拟鰋,Pseudexostoma yunnanense,NT 
程海?,Liobagrus chenghaiensis,DD
墨脱纹胸鮡,Glyptothorax annandalei,LC 
修仁?,Xiurenbagrus xiurenensis,LC
缅甸纹胸鮡,Glyptothorax burmanicus,LC 
巨修仁?,Xiurenbagrus gigas,DD
穴形纹胸鮡,Glyptothorax cavia,LC 
后背修仁?,Xiurenbagrus dorsalis,DD
亮背纹胸鮡,Glyptothorax dorsalis,LC 
福建纹胸鮡,Glyptothorax fokiensis,LC 
短须粒鲇,Akysis brachybarbatus,EN
棕色纹胸鮡,Glyptothorax fuscus,LC  
中华粒鲇,Akysis sinensis,DD
丽纹胸鮡,Glyptothorax lampris,LC 
老挝纹胸鮡,Glyptothorax laosensis,LC 
黑斑原鮡,Glyptosternon maculatum,CR
长须纹胸鮡,Glyptothorax longinema,LC 
青石爬鮡,Euchiloglanis davidi,EN
长尾纹胸鮡,Glyptothorax longicauda,LC 
黄石爬鮡,Euchiloglanis kishinouyei,EN
龙江纹胸鮡,Glyptothorax longjiangensis,LC 
长须石爬鮡,Euchiloglanis longibarbatus,DD
大斑纹胸鮡,Glyptothorax macromaculatus,LC 
长石爬鮡,Euchiloglanis longus,DD
似亮背纹胸鮡,Glyptothorax ngapang,LC 
短体鮡,Pareuchiloglanis abbreviatus,DD
中华纹胸鮡,Glyptothorax sinensis,LC 
短鳍鮡,Pareuchiloglanis feae,DD
三线纹胸鮡,Glyptothorax trilineatus,LC 
长尾鮡,Pareuchiloglanis longicauda,DD
锥吻纹胸鮡,Glyptothorax conirostris,DD 
大孔鮡,Pareuchiloglanis macrotrema,DD
细体纹胸鮡,Glyptothorax gracilis,DD 
长背鮡,Pareuchiloglanis prolixdorsalis,DD
海南纹胸鮡,Glyptothorax hainanensis,DD 
壮体鮡,Pareuchiloglanis robustus,DD
红河纹胸鮡,Glyptothorax honghensis,DD 
细尾鮡,Pareuchiloglanis gracilicaudata,EN
矛形纹胸鮡,Glyptothorax lanceatus,DD 
兰坪鮡,Pareuchiloglanis myzostoma,EN
斜斑纹胸鮡,Glyptothorax obliquimaculatus,DD 
中华鮡,Pareuchiloglanis sinensis,EN
暗色纹胸鮡,Glyptothorax obscurus,DD 
前臀鮡,Pareuchiloglanis anteanalis,NT
白线纹胸鮡,Glyptothorax pallozonus,DD 
四川鮡,Pareuchiloglanis sichuanensis,NT
四斑纹胸鮡,Glyptothorax quadriocellatus,DD 
天全鮡,Pareuchiloglanis tianquanensis,NT
扎那纹胸鮡,Glyptothorax zanaensis,DD 
越南鮡,Pareuchiloglanis poilanei,LC
珠江纹胸鮡,Glyptothorax zhujiangensis,DD 
短鳍异鮡,Creteuchiloglanis brachypterus,NT
德钦纹胸鮡,Glyptothorax deqinensis,EN
贡山异鮡,Creteuchiloglanis gongshanensis,NT
细斑纹胸鮡,Glyptothorax minimaculatus,NT 
长胸异鮡,Creteuchiloglanis longipectoralis,NT
无斑异齿鰋,Oreoglanis immaculatus,NT 
大鳍异鮡,Creteuchiloglanis macropterus,NT
魾,Bagarius bagarius,VU
扁头鮡,Creteuchiloglanis kamengensis,DD
巨魾,Bagarius yarrelli,VU
纯色纹胸鮡,Glyptothorax interspinalus,NT
红魾,Bagarius rutilus,NT 
显斑异齿鰋,Oreoglanis insignis,NT
长丝黑鮡,Gagata dolicnema,VU
景东异齿鰋,Oreoglanis jingdongensis,NT
黑鮡,Gagata cenia,LC 
大鳍异齿鰋,Oreoglanis macropterus,NT
凿齿鮡,Glaridoglanis andersonii,VU
穗缘异齿鰋,Oreoglanis setiger,NT
藏鰋,Exostoma labiatum,LC 
细尾异齿鰋,Oreoglanis delacouri,DD
细尾褶鮡,Pseudecheneis stenura,NT
胡子鲇,Clarias fuscus,LC 
似黄斑褶鮡,Pseudecheneis sulcatoides,NT
无斑褶鮡,Pseudecheneis immaculata,VU
粗尾褶鮡,Pseudecheneis brachyurus,DD
白斑狗鱼,Esox lucius,LC 
纤体褶鮡,Pseudecheneis gracilis,DD
黑斑狗鱼,Esox reichertii,LC 
青鳉,Oryzias latipes,LC 
小青鳉,Oryzias minutillus,LC 
亚洲公鱼,Hypomesus nipponensis,LC
中华青鳉,Oryzias sinensis,LC 
池沼公鱼,Hypomesus olidus,LC
香鱼,Plecoglossus altivelis,EN
三刺鱼,Gasterosteus aculeatus,LC 
九棘多刺鱼,Pungitius pungitius,LC 
前颌间银鱼,Hemisalanx prognathus,EN
中华多刺鱼,Pungitius sinensis,LC 
短吻间银鱼,Hemisalanx brachyrostralis,VU
太湖新银鱼,Neosalanx taihuensis,LC
安氏新银鱼,Neosalanx anderssoni,DD
鳝鱼,Monopterus albus,LC 
银色新银鱼,Neosalanx argentea,DD
山黄鳝,Monopterus cuchia,LC 
短吻新银鱼,Neosalanx brevirostris,DD
乔氏新银鱼,Neosalanx jordani,DD
刺鳅,Macrognathus aculeatus,LC 
寡齿新银鱼,Neosalanx oligodontis,DD
大刺鳅,Mastacembelus armatus,LC 
近太湖新银鱼,Neosalanx pseudotaihuensis,DD
腹纹刺鳅,Mastacembelus strigiventus,DD 
陈氏新银鱼,Neosalanx tangkahkeii,DD
三叶刺鳅,Mastacembelus triolobus,DD 
大银鱼,Protosalanx hyalocranius,DD
云斑刺鳅,Mastacembelus oatesii,DD 
有明银鱼,Salanx ariakensis,DD
中华刺鳅,Mastacembelus sinensis,DD 
居氏银鱼,Salanx cuvieri,DD
